ELEMENT,Axis_0,Axis_1,C_PE_WE,C_PE_WE_P,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PE_WE,P_PE_WE_P,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2
1425000:-3925000,1425000,-3925000,231,231,108,111,607,0.231231231231231,0.231231231231231,0.108108108108108,0.111111111111111,0.607607607607608,999,999,999,999,999
1425000:-3975000,1425000,-3975000,883,883,857,896,816,0.883883883883884,0.883883883883884,0.857857857857858,0.896896896896897,0.816816816816817,999,999,999,999,999
1425000:-4025000,1425000,-4025000,891,891,910,916,648,0.891891891891892,0.891891891891892,0.910910910910911,0.916916916916917,0.648648648648649,999,999,999,999,999
1425000:-4075000,1425000,-4075000,427,427,239,193,666,0.427427427427427,0.427427427427427,0.239239239239239,0.193193193193193,0.666666666666667,999,999,999,999,999
1425000:-4125000,1425000,-4125000,866,866,439,272,969,0.866866866866867,0.866866866866867,0.439439439439439,0.272272272272272,0.96996996996997,999,999,999,999,999
1425000:-4175000,1425000,-4175000,641,641,220,90,909,0.641641641641642,0.641641641641642,0.22022022022022,0.0900900900900901,0.90990990990991,999,999,999,999,999
1425000:-4225000,1425000,-4225000,593,593,301,189,804,0.593593593593594,0.593593593593594,0.301301301301301,0.189189189189189,0.804804804804805,999,999,999,999,999
1425000:-4475000,1425000,-4475000,489,489,549,552,420,0.48948948948949,0.48948948948949,0.54954954954955,0.552552552552553,0.42042042042042,999,999,999,999,999
1425000:-4525000,1425000,-4525000,236,236,165,226,476,0.236236236236236,0.236236236236236,0.165165165165165,0.226226226226226,0.476476476476476,999,999,999,999,999
1475000:-1625000,1475000,-1625000,284,284,56,98,803,0.284284284284284,0.284284284284284,0.0560560560560561,0.0980980980980981,0.803803803803804,999,999,999,999,999
1475000:-1875000,1475000,-1875000,997,997,997,997,983,0.997997997997998,0.997997997997998,0.997997997997998,0.997997997997998,0.983983983983984,999,999,999,999,999
1475000:-1925000,1475000,-1925000,283,283,110,88,693,0.283283283283283,0.283283283283283,0.11011011011011,0.0880880880880881,0.693693693693694,999,999,999,999,999
1475000:-1975000,1475000,-1975000,304,304,57,51,773,0.304304304304304,0.304304304304304,0.0570570570570571,0.0510510510510511,0.773773773773774,999,999,999,999,999
1475000:-2025000,1475000,-2025000,112,112,70,122,496,0.112112112112112,0.112112112112112,0.0700700700700701,0.122122122122122,0.496496496496497,999,999,999,999,999
1475000:-2075000,1475000,-2075000,278,278,66,65,746,0.278278278278278,0.278278278278278,0.0660660660660661,0.0650650650650651,0.746746746746747,999,999,999,999,999
1475000:-2125000,1475000,-2125000,268,268,122,104,658,0.268268268268268,0.268268268268268,0.122122122122122,0.104104104104104,0.658658658658659,999,999,999,999,999
1475000:-2175000,1475000,-2175000,251,251,569,600,81,0.251251251251251,0.251251251251251,0.56956956956957,0.600600600600601,0.0810810810810811,999,999,999,999,999
1475000:-2225000,1475000,-2225000,40,40,330,462,15,0.04004004004004,0.04004004004004,0.33033033033033,0.462462462462462,0.015015015015015,999,999,999,999,999
1475000:-2275000,1475000,-2275000,492,492,435,399,548,0.492492492492492,0.492492492492492,0.435435435435435,0.399399399399399,0.548548548548549,999,999,999,999,999
1475000:-2325000,1475000,-2325000,39,39,180,311,69,0.039039039039039,0.039039039039039,0.18018018018018,0.311311311311311,0.0690690690690691,999,999,999,999,999
1475000:-2375000,1475000,-2375000,61,61,189,318,113,0.0610610610610611,0.0610610610610611,0.189189189189189,0.318318318318318,0.113113113113113,999,999,999,999,999
1475000:-2425000,1475000,-2425000,109,109,178,278,264,0.109109109109109,0.109109109109109,0.178178178178178,0.278278278278278,0.264264264264264,999,999,999,999,999
1475000:-2475000,1475000,-2475000,156,156,146,211,434,0.156156156156156,0.156156156156156,0.146146146146146,0.211211211211211,0.434434434434434,999,999,999,999,999
1475000:-2525000,1475000,-2525000,131,131,362,435,102,0.131131131131131,0.131131131131131,0.362362362362362,0.435435435435435,0.102102102102102,999,999,999,999,999
1475000:-2575000,1475000,-2575000,733,733,941,884,158,0.733733733733734,0.733733733733734,0.941941941941942,0.884884884884885,0.158158158158158,999,999,999,999,999
1475000:-2625000,1475000,-2625000,305,305,674,664,81,0.305305305305305,0.305305305305305,0.674674674674675,0.664664664664665,0.0810810810810811,999,999,999,999,999
1475000:-2675000,1475000,-2675000,674,674,608,600,618,0.674674674674675,0.674674674674675,0.608608608608609,0.600600600600601,0.618618618618619,999,999,999,999,999
1475000:-2725000,1475000,-2725000,952,952,876,924,927,0.952952952952953,0.952952952952953,0.876876876876877,0.924924924924925,0.927927927927928,999,999,999,999,999
1475000:-2775000,1475000,-2775000,353,353,207,181,611,0.353353353353353,0.353353353353353,0.207207207207207,0.181181181181181,0.611611611611612,999,999,999,999,999
1475000:-2825000,1475000,-2825000,46,46,172,391,159,0.046046046046046,0.046046046046046,0.172172172172172,0.391391391391391,0.159159159159159,999,999,999,999,999
1475000:-2875000,1475000,-2875000,77,77,41,130,640,0.0770770770770771,0.0770770770770771,0.041041041041041,0.13013013013013,0.640640640640641,999,999,999,999,999
1475000:-2925000,1475000,-2925000,285,285,163,145,552,0.285285285285285,0.285285285285285,0.163163163163163,0.145145145145145,0.552552552552553,999,999,999,999,999
1475000:-2975000,1475000,-2975000,647,647,750,747,424,0.647647647647648,0.647647647647648,0.750750750750751,0.747747747747748,0.424424424424424,999,999,999,999,999
1475000:-3025000,1475000,-3025000,202,202,646,645,20,0.202202202202202,0.202202202202202,0.646646646646647,0.645645645645646,0.02002002002002,999,999,999,999,999
1475000:-3075000,1475000,-3075000,326,326,426,454,313,0.326326326326326,0.326326326326326,0.426426426426426,0.454454454454454,0.313313313313313,999,999,999,999,999
1475000:-3125000,1475000,-3125000,130,130,281,391,141,0.13013013013013,0.13013013013013,0.281281281281281,0.391391391391391,0.141141141141141,999,999,999,999,999
1475000:-3175000,1475000,-3175000,161,161,52,118,651,0.161161161161161,0.161161161161161,0.0520520520520521,0.118118118118118,0.651651651651652,999,999,999,999,999
1475000:-3225000,1475000,-3225000,390,390,602,629,181,0.39039039039039,0.39039039039039,0.602602602602603,0.62962962962963,0.181181181181181,999,999,999,999,999
1475000:-3275000,1475000,-3275000,422,422,883,803,14,0.422422422422422,0.422422422422422,0.883883883883884,0.803803803803804,0.014014014014014,999,999,999,999,999
1475000:-3325000,1475000,-3325000,22,22,157,383,30,0.022022022022022,0.022022022022022,0.157157157157157,0.383383383383383,0.03003003003003,999,999,999,999,999
1475000:-3375000,1475000,-3375000,132,132,573,598,24,0.132132132132132,0.132132132132132,0.573573573573574,0.598598598598599,0.024024024024024,999,999,999,999,999
1475000:-3425000,1475000,-3425000,358,358,179,149,659,0.358358358358358,0.358358358358358,0.179179179179179,0.149149149149149,0.65965965965966,999,999,999,999,999
1475000:-3475000,1475000,-3475000,228,228,640,664,23,0.228228228228228,0.228228228228228,0.640640640640641,0.664664664664665,0.023023023023023,999,999,999,999,999
1475000:-3525000,1475000,-3525000,236,236,482,538,164,0.236236236236236,0.236236236236236,0.482482482482482,0.538538538538539,0.164164164164164,999,999,999,999,999
1475000:-3575000,1475000,-3575000,179,179,311,393,215,0.179179179179179,0.179179179179179,0.311311311311311,0.393393393393393,0.215215215215215,999,999,999,999,999
1475000:-3625000,1475000,-3625000,635,635,760,755,401,0.635635635635636,0.635635635635636,0.760760760760761,0.755755755755756,0.401401401401401,999,999,999,999,999
1475000:-3675000,1475000,-3675000,132,132,30,36,739,0.132132132132132,0.132132132132132,0.03003003003003,0.036036036036036,0.73973973973974,999,999,999,999,999
1475000:-3725000,1475000,-3725000,91,91,133,183,261,0.0910910910910911,0.0910910910910911,0.133133133133133,0.183183183183183,0.261261261261261,999,999,999,999,999
1475000:-3775000,1475000,-3775000,230,230,72,54,691,0.23023023023023,0.23023023023023,0.0720720720720721,0.0540540540540541,0.691691691691692,999,999,999,999,999
1475000:-3825000,1475000,-3825000,132,132,11,22,761,0.132132132132132,0.132132132132132,0.011011011011011,0.022022022022022,0.761761761761762,999,999,999,999,999
1475000:-3875000,1475000,-3875000,327,327,24,16,881,0.327327327327327,0.327327327327327,0.024024024024024,0.016016016016016,0.881881881881882,999,999,999,999,999
1475000:-3925000,1475000,-3925000,814,814,744,774,750,0.814814814814815,0.814814814814815,0.744744744744745,0.774774774774775,0.750750750750751,999,999,999,999,999
1475000:-3975000,1475000,-3975000,850,850,708,736,848,0.850850850850851,0.850850850850851,0.708708708708709,0.736736736736737,0.848848848848849,999,999,999,999,999
1475000:-4025000,1475000,-4025000,907,907,877,898,793,0.907907907907908,0.907907907907908,0.877877877877878,0.898898898898899,0.793793793793794,999,999,999,999,999
1475000:-4075000,1475000,-4075000,899,899,468,240,973,0.8998998998999,0.8998998998999,0.468468468468468,0.24024024024024,0.973973973973974,999,999,999,999,999
1475000:-4125000,1475000,-4125000,816,816,370,234,941,0.816816816816817,0.816816816816817,0.37037037037037,0.234234234234234,0.941941941941942,999,999,999,999,999
1475000:-4175000,1475000,-4175000,805,805,646,672,816,0.805805805805806,0.805805805805806,0.646646646646647,0.672672672672673,0.816816816816817,999,999,999,999,999
1475000:-4225000,1475000,-4225000,339,339,75,49,790,0.339339339339339,0.339339339339339,0.0750750750750751,0.049049049049049,0.790790790790791,999,999,999,999,999
1525000:-2025000,1525000,-2025000,259,259,39,92,805,0.259259259259259,0.259259259259259,0.039039039039039,0.0920920920920921,0.805805805805806,999,999,999,999,999
1525000:-2075000,1525000,-2075000,672,672,474,365,734,0.672672672672673,0.672672672672673,0.474474474474474,0.365365365365365,0.734734734734735,999,999,999,999,999
1525000:-2125000,1525000,-2125000,101,101,100,172,338,0.101101101101101,0.101101101101101,0.1001001001001,0.172172172172172,0.338338338338338,999,999,999,999,999
1525000:-2175000,1525000,-2175000,106,106,222,294,160,0.106106106106106,0.106106106106106,0.222222222222222,0.294294294294294,0.16016016016016,999,999,999,999,999
1525000:-2225000,1525000,-2225000,155,155,180,266,345,0.155155155155155,0.155155155155155,0.18018018018018,0.266266266266266,0.345345345345345,999,999,999,999,999
1525000:-2275000,1525000,-2275000,273,273,155,148,596,0.273273273273273,0.273273273273273,0.155155155155155,0.148148148148148,0.596596596596597,999,999,999,999,999
1525000:-2325000,1525000,-2325000,219,219,170,212,471,0.219219219219219,0.219219219219219,0.17017017017017,0.212212212212212,0.471471471471471,999,999,999,999,999
1525000:-2375000,1525000,-2375000,52,52,228,375,76,0.0520520520520521,0.0520520520520521,0.228228228228228,0.375375375375375,0.0760760760760761,999,999,999,999,999
1525000:-2425000,1525000,-2425000,281,281,197,193,500,0.281281281281281,0.281281281281281,0.197197197197197,0.193193193193193,0.500500500500501,999,999,999,999,999
1525000:-2475000,1525000,-2475000,158,158,453,509,58,0.158158158158158,0.158158158158158,0.453453453453453,0.509509509509509,0.0580580580580581,999,999,999,999,999
1525000:-2525000,1525000,-2525000,740,740,656,652,688,0.740740740740741,0.740740740740741,0.656656656656657,0.652652652652653,0.688688688688689,999,999,999,999,999
1525000:-2575000,1525000,-2575000,321,321,635,635,100,0.321321321321321,0.321321321321321,0.635635635635636,0.635635635635636,0.1001001001001,999,999,999,999,999
1525000:-2625000,1525000,-2625000,568,568,512,489,568,0.568568568568569,0.568568568568569,0.512512512512513,0.48948948948949,0.568568568568569,999,999,999,999,999
1525000:-2675000,1525000,-2675000,484,484,588,571,427,0.484484484484485,0.484484484484485,0.588588588588589,0.571571571571572,0.427427427427427,999,999,999,999,999
1525000:-2725000,1525000,-2725000,737,737,665,679,697,0.737737737737738,0.737737737737738,0.665665665665666,0.67967967967968,0.697697697697698,999,999,999,999,999
1525000:-2775000,1525000,-2775000,298,298,209,188,548,0.298298298298298,0.298298298298298,0.209209209209209,0.188188188188188,0.548548548548549,999,999,999,999,999
1525000:-2825000,1525000,-2825000,584,584,444,374,664,0.584584584584585,0.584584584584585,0.444444444444444,0.374374374374374,0.664664664664665,999,999,999,999,999
1525000:-2875000,1525000,-2875000,866,866,845,878,755,0.866866866866867,0.866866866866867,0.845845845845846,0.878878878878879,0.755755755755756,999,999,999,999,999
1525000:-2925000,1525000,-2925000,604,604,83,26,933,0.604604604604605,0.604604604604605,0.0830830830830831,0.026026026026026,0.933933933933934,999,999,999,999,999
1525000:-2975000,1525000,-2975000,309,309,12,7,937,0.309309309309309,0.309309309309309,0.012012012012012,0.00700700700700701,0.937937937937938,999,999,999,999,999
1525000:-3025000,1525000,-3025000,735,735,470,283,814,0.735735735735736,0.735735735735736,0.47047047047047,0.283283283283283,0.814814814814815,999,999,999,999,999
1525000:-3075000,1525000,-3075000,439,439,34,36,894,0.439439439439439,0.439439439439439,0.034034034034034,0.036036036036036,0.894894894894895,999,999,999,999,999
1525000:-3125000,1525000,-3125000,737,737,879,853,342,0.737737737737738,0.737737737737738,0.87987987987988,0.853853853853854,0.342342342342342,999,999,999,999,999
1525000:-3175000,1525000,-3175000,14,14,151,375,57,0.014014014014014,0.014014014014014,0.151151151151151,0.375375375375375,0.0570570570570571,999,999,999,999,999
1525000:-3225000,1525000,-3225000,116,116,231,352,170,0.116116116116116,0.116116116116116,0.231231231231231,0.352352352352352,0.17017017017017,999,999,999,999,999
1525000:-3275000,1525000,-3275000,11,11,204,385,3,0.011011011011011,0.011011011011011,0.204204204204204,0.385385385385385,0.003003003003003,999,999,999,999,999
1525000:-3325000,1525000,-3325000,369,369,488,510,262,0.369369369369369,0.369369369369369,0.488488488488488,0.510510510510511,0.262262262262262,999,999,999,999,999
1525000:-3375000,1525000,-3375000,268,268,736,709,22,0.268268268268268,0.268268268268268,0.736736736736737,0.70970970970971,0.022022022022022,999,999,999,999,999
1525000:-3425000,1525000,-3425000,522,522,490,449,553,0.522522522522523,0.522522522522523,0.49049049049049,0.449449449449449,0.553553553553554,999,999,999,999,999
1525000:-3475000,1525000,-3475000,153,153,210,303,273,0.153153153153153,0.153153153153153,0.21021021021021,0.303303303303303,0.273273273273273,999,999,999,999,999
1525000:-3525000,1525000,-3525000,148,148,244,330,230,0.148148148148148,0.148148148148148,0.244244244244244,0.33033033033033,0.23023023023023,999,999,999,999,999
1525000:-3575000,1525000,-3575000,551,551,331,232,712,0.551551551551552,0.551551551551552,0.331331331331331,0.232232232232232,0.712712712712713,999,999,999,999,999
1525000:-3625000,1525000,-3625000,34,34,71,118,149,0.034034034034034,0.034034034034034,0.0710710710710711,0.118118118118118,0.149149149149149,999,999,999,999,999
1525000:-3675000,1525000,-3675000,257,257,112,105,619,0.257257257257257,0.257257257257257,0.112112112112112,0.105105105105105,0.61961961961962,999,999,999,999,999
1525000:-3725000,1525000,-3725000,87,87,56,81,445,0.0870870870870871,0.0870870870870871,0.0560560560560561,0.0810810810810811,0.445445445445445,999,999,999,999,999
1525000:-3775000,1525000,-3775000,497,497,382,352,602,0.497497497497497,0.497497497497497,0.382382382382382,0.352352352352352,0.602602602602603,999,999,999,999,999
1525000:-3825000,1525000,-3825000,495,495,67,20,918,0.495495495495495,0.495495495495495,0.0670670670670671,0.02002002002002,0.918918918918919,999,999,999,999,999
1525000:-3875000,1525000,-3875000,191,191,130,145,496,0.191191191191191,0.191191191191191,0.13013013013013,0.145145145145145,0.496496496496497,999,999,999,999,999
1525000:-3925000,1525000,-3925000,808,808,844,852,576,0.808808808808809,0.808808808808809,0.844844844844845,0.852852852852853,0.576576576576577,999,999,999,999,999
1525000:-3975000,1525000,-3975000,729,729,314,238,924,0.72972972972973,0.72972972972973,0.314314314314314,0.238238238238238,0.924924924924925,999,999,999,999,999
1525000:-4025000,1525000,-4025000,853,853,626,627,898,0.853853853853854,0.853853853853854,0.626626626626627,0.627627627627628,0.898898898898899,999,999,999,999,999
1525000:-4075000,1525000,-4075000,850,850,751,785,807,0.850850850850851,0.850850850850851,0.751751751751752,0.785785785785786,0.807807807807808,999,999,999,999,999
1525000:-4125000,1525000,-4125000,796,796,508,442,904,0.796796796796797,0.796796796796797,0.508508508508508,0.442442442442442,0.904904904904905,999,999,999,999,999
